accession	input_id	cc_subunit
P40340	P40340	SUBUNIT: Interacts with CSE4/CENP-A (PubMed:32079723). Interacts with SCM3 (PubMed:32079723). Interacts with SPT16 (PubMed:22156209). Interacts with POB3 (PubMed:22156209). Interacts with the casein kinase II complex subunits CKA1, CKA2, CKB1 and CKB2 (PubMed:22156209). Interacts with RNA polymerase II (PubMed:22156209). Interacts (via Bromo domain) with histone H3 (PubMed:16079223). Interacts (via Bromo domain) with histone H4 (PubMed:16079223). {ECO:0000269|PubMed:16079223, ECO:0000269|PubMed:22156209, ECO:0000269|PubMed:32079723}.
P40341	P40341	SUBUNIT: Component of the 850 kDa m-AAA protease complex, a heterohexamer composed of YTA12/RCA1 and YTA10/AFG3 (PubMed:19748354, PubMed:8681382). Associates with the prohibitin complex, composed of PHB1 and PHB2, inhibiting the activity of the m-AAA protease complex (PubMed:10207067). {ECO:0000269|PubMed:10207067, ECO:0000269|PubMed:19748354, ECO:0000269|PubMed:8681382}.
P40343	P40343	SUBUNIT: Component of the ESCRT-0 complex composed of HSE1 and VPS27 (PubMed:12055639, PubMed:14581452, PubMed:15086794). Interacts with ENT3 and ENT5, the ESCRT-I subunits VPS23 and VPS28 and with the COPIb subunits SEC27, SEC28 and SEC33 (PubMed:12900393, PubMed:15107463, PubMed:17101773). May form a complex composed of VPS27, HSE1 and DOA1 (PubMed:18508771). Interacts with DOA1 (PubMed:18508771). Interacts with ubiquitin (PubMed:11988742, PubMed:12750381, PubMed:14581452). {ECO:0000269|PubMed:11988742, ECO:0000269|PubMed:12055639, ECO:0000269|PubMed:12750381, ECO:0000269|PubMed:12900393, ECO:0000269|PubMed:14581452, ECO:0000269|PubMed:15086794, ECO:0000269|PubMed:15107463, ECO:0000269|PubMed:17101773, ECO:0000269|PubMed:18508771}.
P40344	P40344	SUBUNIT: Monomer. Interacts with ATG8 through an intermediate thioester bond between Cys-234 and the C-terminal Gly of ATG8. Also interacts with the 40 amino acid C-terminal region of the E1-like ATG7 enzyme. Interacts also with the ATG12-ATG5 conjugate. {ECO:0000269|PubMed:11100732, ECO:0000269|PubMed:11139573, ECO:0000269|PubMed:12965207, ECO:0000269|PubMed:17227760, ECO:0000269|PubMed:17986448, ECO:0000269|PubMed:19285500, ECO:0000269|PubMed:20615880, ECO:0000269|PubMed:21193819, ECO:0000269|PubMed:22055190, ECO:0000269|PubMed:22055191, ECO:0000269|PubMed:22056771, ECO:0000269|PubMed:23142976, ECO:0000269|PubMed:23503366}.
P40345	P40345	NA
P40348	P40348	SUBUNIT: Replication factor C (RFC) is a heteropentamer of subunits RFC1, RFC2, RFC3, RFC4 and RFC5 and forms a complex with POL30/PCNA in the presence of ATP. Component of the RAD24-RFC complex which consists of RAD14, RFC2, RFC3, RFC4 and RFC5 and associates with the checkpoint clamp DDC1:MEC3:RAD17 complex. Component of the ELG1-RFC complex which consists of ELG1, RFC2, RFC3, RFC4 and RFC5. Component of the CTF18-RFC complex, which consists of CTF18, CTF8, DCC1, RFC2, RFC3, RFC4 and RFC5. RFC2 interacts with ECO1. {ECO:0000269|PubMed:10660302, ECO:0000269|PubMed:11389843, ECO:0000269|PubMed:11486023, ECO:0000269|PubMed:12604797, ECO:0000269|PubMed:12665596, ECO:0000269|PubMed:12912927, ECO:0000269|PubMed:15201901, ECO:0000269|PubMed:15964801, ECO:0000269|PubMed:7651383}.
P40352	P40352	NA
P40353	P40353	NA
P40356	P40356	SUBUNIT: Component of the Mediator complex, which is composed of at least 21 subunits that form three structurally distinct submodules. The Mediator head module contains MED6, MED8, MED11, SRB4/MED17, SRB5/MED18, ROX3/MED19, SRB2/MED20 and SRB6/MED22, the middle module contains MED1, MED4, NUT1/MED5, MED7, CSE2/MED9, NUT2/MED10, SRB7/MED21 and SOH1/MED31, and the tail module contains MED2, PGD1/MED3, RGR1/MED14, GAL11/MED15 and SIN4/MED16. The head and the middle modules interact directly with RNA polymerase II, whereas the elongated tail module interacts with gene-specific regulatory proteins. PGD1/MED3 interacts directly with the CYC8-TUP1 corepressor proteins. {ECO:0000269|PubMed:10722672, ECO:0000269|PubMed:17192271}.
P40357	P40357	SUBUNIT: Interacts with SRO7 and SRO77. {ECO:0000269|PubMed:10402465, ECO:0000269|PubMed:15964280}.
P40358	P40358	SUBUNIT: Interacts with MPS3. {ECO:0000269|PubMed:12493774}.
P40359	P40359	SUBUNIT: Component of the GINS complex which is a heterotetramer of SLD5, PSF1, PSF2 and PSF3. Interacts with PSF1 and SLD5. {ECO:0000269|PubMed:12730134, ECO:0000269|PubMed:14690591}.
P40360	P40360	SUBUNIT: Interacts with the acetylglutamate kinase chain of AGR5,6. {ECO:0000269|PubMed:11553611}.
P40362	P40362	SUBUNIT: Interacts with snoRNA U3. Interacts with MPP10, UTP21 and UTP25. Component of the ribosomal small subunit (SSU) processome composed of at least 40 protein subunits and snoRNA U3. {ECO:0000269|PubMed:15590835, ECO:0000269|PubMed:20884785, ECO:0000269|PubMed:24466140}.
P40367	P40367	NA
P40368	P40368	SUBUNIT: Component of the nuclear pore complex (NPC) (PubMed:11689687). NPC constitutes the exclusive means of nucleocytoplasmic transport. NPCs allow the passive diffusion of ions and small molecules and the active, nuclear transport receptor-mediated bidirectional transport of macromolecules such as proteins, RNAs, ribonucleoparticles (RNPs), and ribosomal subunits across the nuclear envelope. Due to its 8-fold rotational symmetry, all subunits are present with 8 copies or multiples thereof. NUP82 is part of the NUP82 subcomplex. This subcomplex is the base for interactions with NUP116 and GLE2, with NUP42 and GLE1 and with DYN2. {ECO:0000269|PubMed:11689687, ECO:0000269|PubMed:21930948, ECO:0000269|PubMed:22480613, ECO:0000269|PubMed:25646085}.
P40395	P40395	SUBUNIT: Forms a complex with RGP1. {ECO:0000269|PubMed:10990452}.
P40414	P40414	SUBUNIT: Homodimer. {ECO:0000269|PubMed:7844152}.
P40416	P40416	SUBUNIT: Homodimer. {ECO:0000269|PubMed:24604199}.
P40422	P40422	SUBUNIT: Component of the RNA polymerase I (Pol I), RNA polymerase II (Pol II) and RNA polymerase III (Pol III) complexes. Component of the RNA polymerase I (Pol I) complex consisting of 14 subunits: RPA135, RPA190, RPC40, RPA14, RPB5, RPO26, RPA43, RPB8, RPA12, RPB10, RPC19, RPC10, RPA49 and RPA34. The complex is composed of a horseshoe-shaped core containing ten subunits (RPA135, RPA190, RPB5, RPO26, RPB8, RPB10, RPC10, RPA12, RPC19 and RPC40) where RPA135 and RPA190 form the DNA-binding cleft. Outside of the core, RPA14 and RPA43 form the stalk that mediates interactions with transcription initiation factors and newly synthesized RNA. Component of the RNA polymerase II (Pol II) complex consisting of 12 subunits: RPO21, RPB2, RPB3, RPB4, RPB5, RPO26, RPB7, RPB8, RPB9, RPB10 and RPC10. Component of the RNA polymerase III (Pol III) complex consisting of 17 subunits. Interacts, via its C-terminus, with TFIIIC subunit TFC4. {ECO:0000269|PubMed:10559229, ECO:0000269|PubMed:11805306, ECO:0000269|PubMed:12914699, ECO:0000269|PubMed:16341226, ECO:0000269|PubMed:18160037, ECO:0000269|PubMed:24153182, ECO:0000269|PubMed:24153184}.
P40438	P40438	NA
P40450	P40450	SUBUNIT: Interacts with profilin at the FH1 domain.
P40453	P40453	NA
P40454	P40454	SUBUNIT: Interacts with the phosphatase PP2A-like catalytic subunits PPG1, PPH3 and SIT4. Forms a ternary complex with SIT4-TAP42. {ECO:0000269|PubMed:11134337, ECO:0000269|PubMed:15150670, ECO:0000269|PubMed:15447631, ECO:0000269|PubMed:15689491}.
P40457	P40457	SUBUNIT: Component of the nuclear complex (NPC) (PubMed:24152732). NPC constitutes the exclusive means of nucleocytoplasmic transport (PubMed:24152732). NPCs allow the passive diffusion of ions and small molecules and the active, nuclear transport receptor-mediated bidirectional transport of macromolecules such as proteins, RNAs, ribonucleoparticles (RNPs), and ribosomal subunits across the nuclear envelope (PubMed:24152732). Due to its 8-fold rotational symmetry, all subunits are present with 8 copies or multiples thereof (PubMed:24152732). Interacts with NUP60 and NIC96, which tether it to the nuclear pore complex. Component of the spindle pole body core in which it interacts directly with SPC110, SPC42 and SPC29. Also interacts with YKU70 (HDF1) and MLP1. {ECO:0000269|PubMed:10617624, ECO:0000269|PubMed:10638763, ECO:0000269|PubMed:11862215, ECO:0000269|PubMed:16027220, ECO:0000269|PubMed:24152732}.
P40458	P40458	SUBUNIT: interacts with ATG8 and ATG11. {ECO:0000269|PubMed:19619494, ECO:0000269|PubMed:19619495, ECO:0000269|PubMed:21757540, ECO:0000269|PubMed:22308029}.
P40460	P40460	SUBUNIT: Component of the NDC80 complex, which consists of NDC80, NUF2, SPC24 and SPC25. The NDC80 complex is formed by two subcomplexes, NDC80-NUF2 and SPC24-SPC25, which are joined end-to-end through their coiled-coil domains. It has a rod-like structure with a length of 570 Angstroms and globular domains at either end. The NDC80-NUF2 globular domains are probably directed to microtubules, the SPC24-SPC25 globular domains to the centromere. NDC80 probably interacts with SMC1 and SMC2. Also interacts with KIN3. Interacts with DMC1. {ECO:0000269|PubMed:10409732, ECO:0000269|PubMed:11179222, ECO:0000269|PubMed:11266451, ECO:0000269|PubMed:11952896, ECO:0000269|PubMed:12386167, ECO:0000269|PubMed:15371542, ECO:0000269|PubMed:9335591}.
P40462	P40462	SUBUNIT: Associates with ribosomal complexes.
P40465	P40465	SUBUNIT: Component of the SHU complex composed of at least CSM2, PSY3, SHU1 and SHU2. {ECO:0000269|PubMed:15654096, ECO:0000269|PubMed:19496932}.
P40466	P40466	SUBUNIT: Interacts (via FHA domain) with ECM30, GLN3, URE2, MPH1 AND FDO1 (PubMed:27257873). Interacts with the origin recognition complex (ORC) composed of ORC1 to ORC6 (PubMed:22265405). {ECO:0000269|PubMed:22265405, ECO:0000269|PubMed:27257873}.
P40469	P40469	NA
P40471	P40471	NA
P40472	P40472	NA
P40477	P40477	SUBUNIT: Component of the nuclear pore complex (NPC) (PubMed:17546040). NPC constitutes the exclusive means of nucleocytoplasmic transport. NPCs allow the passive diffusion of ions and small molecules and the active, nuclear transport receptor-mediated bidirectional transport of macromolecules such as proteins, RNAs, ribonucleoparticles (RNPs), and ribosomal subunits across the nuclear envelope. Due to its 8-fold rotational symmetry, all subunits are present with 8 copies or multiples thereof. Part of the NUP82 subcomplex, interacts with NUP82 through its C-terminal coiled coil (PubMed:17546040, PubMed:23223634, PubMed:25646085, PubMed:9736720). This subcomplex is the base for interactions with NUP116 and GLE2, with NUP42 and GLE1 and with DYN2 (PubMed:17546040, PubMed:23223634). Interacts directly with DYN2 (PubMed:17546040, PubMed:23223634, PubMed:25646085). Interacts through its FG repeats with karyopherins, such as heterodimeric mRNA transport factor MEX67/MTR2, CRM1 (XPO1), and PSE1 (GSP1-GDP dependent). Interaction with CRM1 (XPO1) is GSP1-GTP dependent and stimulated by RNA1. NUP159 also interacts with GLE1 and the ATP-dependent RNA helicase DBP5. {ECO:0000269|PubMed:10523319, ECO:0000269|PubMed:10952996, ECO:0000269|PubMed:11387327, ECO:0000269|PubMed:12543930, ECO:0000269|PubMed:15574330, ECO:0000269|PubMed:17546040, ECO:0000269|PubMed:21930948, ECO:0000269|PubMed:22480613, ECO:0000269|PubMed:23223634, ECO:0000269|PubMed:25646085, ECO:0000269|PubMed:9736720, ECO:0000269|PubMed:9843582, ECO:0000269|PubMed:9891088}.
P40479	P40479	NA
P40482	P40482	SUBUNIT: The COPII coat is composed of at least 7 proteins: the SEC23/24 complex, the SEC13/31 complex, SFB2, SFB3 and the protein SAR1. Interacts with BET1, EMP24, GRH1, SEC22, SED5 and SYS1. {ECO:0000269|PubMed:10097109, ECO:0000269|PubMed:10564255, ECO:0000269|PubMed:11086000, ECO:0000269|PubMed:11389436, ECO:0000269|PubMed:11560939, ECO:0000269|PubMed:11726510, ECO:0000269|PubMed:12239560, ECO:0000269|PubMed:12778054, ECO:0000269|PubMed:12941276, ECO:0000269|PubMed:12941277, ECO:0000269|PubMed:16269340, ECO:0000269|PubMed:17261844, ECO:0000269|PubMed:8930902, ECO:0000269|PubMed:9325247, ECO:0000269|PubMed:9568718, ECO:0000269|PubMed:9685263}.
P40484	P40484	SUBUNIT: Interacts with protein kinase DBF2 to form the MEN DBF2-MOB1 kinase complex. {ECO:0000269|PubMed:11404483, ECO:0000269|PubMed:16934835, ECO:0000269|PubMed:9528782}.
P40485	P40485	SUBUNIT: Heterodimer of SLM1-SLM2. Binds phosphatidylinositol 4,5-bisphosphate, which is required for function. Interacts with the TORC2 subunits AVO2, BIT61 and TOR2. Interacts with the calcineurin catalytic subunits CNA1 and CNA2. {ECO:0000269|PubMed:15372071, ECO:0000269|PubMed:15689497, ECO:0000269|PubMed:16738335, ECO:0000269|PubMed:16959779}.
P40487	P40487	SUBUNIT: Component of the 2-(3-amino-3-carboxypropyl)histidine synthase complex composed of DPH1, DPH2, KTI11/DPH3 and a NADH-dependent reductase, predominantly CBR1 (PubMed:15485916, PubMed:18627462, PubMed:23645155, PubMed:24422557, PubMed:27694803, PubMed:31463593). Interacts with DPH2; the interaction is direct (PubMed:15485916, PubMed:23645155, PubMed:31463593). Interacts with KTI11/DPH3 (PubMed:12940988, PubMed:18627462, PubMed:23645155, PubMed:27694803). {ECO:0000269|PubMed:12940988, ECO:0000269|PubMed:15485916, ECO:0000269|PubMed:18627462, ECO:0000269|PubMed:23645155, ECO:0000269|PubMed:24422557, ECO:0000269|PubMed:27694803, ECO:0000269|PubMed:31463593}.
P40489	P40489	NA
P40492	P40492	SUBUNIT: Identified in the GID complex. In the absence of glucose, the complex contains VID30/GID1, the E3 ubiquitin-ligase RMD5/GID2, VID28/GID5, GID7, GID8, and FYV10/GID9. When cells are shifted to glucose-containing medium, VID24/GID4 is induced and becomes part of the complex (PubMed:22645139). Interacts with RMD5/GID2; the interaction is direct (PubMed:22044534). Within the GID complex, interacts directly with VID28/GID5, GID8 and RMD5/GID2 (PubMed:22645139). {ECO:0000269|PubMed:22044534, ECO:0000269|PubMed:22645139}.
P40494	P40494	SUBUNIT: Interacts with ABP1, which is required for proper actin patch localization. {ECO:0000269|PubMed:11668184}.
P40495	P40495	NA
P40498	P40498	SUBUNIT: Interacts with snoRNA U3. Interacts with MPP10, NOP19, RRP9, UTP8 and UTP18. Component of the ribosomal small subunit (SSU) processome composed of at least 40 protein subunits and snoRNA U3. {ECO:0000269|PubMed:20884785, ECO:0000269|PubMed:21941128}.
P40501	P40501	NA
P40505	P40505	SUBUNIT: Component of the RPD3C(L) complex composed of at least ASH1, CTI6, DEP1, PHO23, RPD3, RXT2, RXT3, SAP30, SDS3, SIN3, UME1 and UME6. {ECO:0000269|PubMed:10655212, ECO:0000269|PubMed:11024051, ECO:0000269|PubMed:12672825, ECO:0000269|PubMed:16286008, ECO:0000269|PubMed:16314178}.
P40506	P40506	SUBUNIT: Homodimer.
P40507	P40507	SUBUNIT: Component of the TRAMP complex (also called TRF4 complex) composed of at least HUL4, MTR4, PAP2/TFR4 and either AIR1 or AIR2. Component of the TRAMP5 complex composed of at least AIR1, MTR4 and TRF5. Interacts with HMT1 and NPL3. The interaction with NPL3 requires the presence of HMT1. {ECO:0000269|PubMed:10896665, ECO:0000269|PubMed:15828860, ECO:0000269|PubMed:15935759, ECO:0000269|PubMed:16374505}.
P40509	P40509	SUBUNIT: Oligomeric complex that consists of at least the alpha, beta, beta', gamma, delta, epsilon and zeta subunits. Interacts with the ESCRT-0 subunit VPS27. {ECO:0000269|PubMed:17101773}.
P40510	P40510	NA
P40515	P40515	SUBUNIT: Interacts with DNM1 and MDV1. {ECO:0000269|PubMed:12163467, ECO:0000269|PubMed:14517324}.
P40526	P40526	NA
P40527	P40527	SUBUNIT: Interacts with MON2 (PubMed:15314152). Interacts with ANY1 (PubMed:30824614, PubMed:31786280). Functions without a CDC50/LEM3 family accessory subunit (PubMed:34645814). {ECO:0000269|PubMed:15314152, ECO:0000269|PubMed:30824614, ECO:0000269|PubMed:31786280, ECO:0000269|PubMed:34645814}.
P40530	P40530	SUBUNIT: Interacts with PKP2. {ECO:0000269|PubMed:18180296}.
P40535	P40535	NA
P40537	P40537	NA
P40540	P40540	SUBUNIT: Component of the ER membrane protein complex (EMC), which is composed of EMC1, EMC2, EMC3, EMC4, EMC5 and EMC6. {ECO:0000269|PubMed:19325107, ECO:0000269|PubMed:29809151}.
P40541	P40541	SUBUNIT: Interacts directly with MCD1 in cohesin complex. Cohesin complexes are composed of the SMC1 and SMC3 heterodimer attached via their hinge domain, MCD1 which link them, and IRR1/SCC3, which interacts with MCD1. The cohesin complex also interacts with SCC2, which is required for its association with chromosomes. Interacts with LIN1. {ECO:0000269|PubMed:11983169, ECO:0000269|PubMed:12402242, ECO:0000269|PubMed:9990856}.
P40548	P40548	SUBUNIT: Interacts with the HSP70 family members SSA1, SSA4, and SSB1. These interactions are strongly reduced by ADP and ATP. {ECO:0000269|PubMed:12105220}.
P40553	P40553	SUBUNIT: Monomer. {ECO:0000269|PubMed:16245326, ECO:0000269|PubMed:16511121}.
P40554	P40554	SUBUNIT: Homodimer; homodimerization may provide an autoprotection to the highly active C-terminal residue before attacking its substrates. Interacts with NCS2 and NCS6. Forms a conjugate with the target protein AHP1. {ECO:0000255|HAMAP-Rule:MF_03048, ECO:0000269|PubMed:10713047, ECO:0000269|PubMed:14555475, ECO:0000269|PubMed:19145231, ECO:0000269|PubMed:19151091}.
P40556	P40556	NA
P40557	P40557	SUBUNIT: Interacts with mutated PMA1-D378N but not wild type PMA1. Interacts with EUG1, KAR2, MPD1 and PDI1. {ECO:0000269|PubMed:12881414, ECO:0000269|PubMed:16002399}.
P40558	P40558	SUBUNIT: Heterotetramer of 2 NBP35 and 2 CFD1 chains. {ECO:0000255|HAMAP-Rule:MF_03039, ECO:0000269|PubMed:22362766}.
P40559	P40559	SUBUNIT: Interacts with IRS4 and TAX4. {ECO:0000269|PubMed:15265867}.
P40562	P40562	SUBUNIT: Interacts with the MHF histone-fold complex composed of MHF1 and MHF2 to form the FANCM-MHF complex (By similarity). Interacts with FHK1 (PubMed:27257873). {ECO:0000250|UniProtKB:Q9UT23, ECO:0000269|PubMed:27257873}.
P40563	P40563	SUBUNIT: Interacts with ribosomes. Interacts with ABP1. {ECO:0000269|PubMed:11668184, ECO:0000269|PubMed:14737190}.
P40564	P40564	SUBUNIT: Interacts with SLN1. {ECO:0000269|PubMed:15590828}.
P40565	P40565	SUBUNIT: Component of the 45S U1.U2.U4/U6.U5 penta-snRNP particle, a subcomplex of the spliceosome. Belongs to the CWC complex (or CEF1-associated complex), a spliceosome sub-complex reminiscent of a late-stage spliceosome composed of the U2, U5 and U6 snRNAs and at least BUD13, BUD31, BRR2, CDC40, CEF1, CLF1, CUS1, CWC2, CWC15, CWC21, CWC22, CWC23, CWC24, CWC25, CWC27, ECM2, HSH155, IST3, ISY1, LEA1, MSL1, NTC20, PRP8, PRP9, PRP11, PRP19, PRP21, PRP22, PRP45, PRP46, SLU7, SMB1, SMD1, SMD2, SMD3, SMX2, SMX3, SNT309, SNU114, SPP2, SYF1, SYF2, RSE1 and YJU2. Belongs to the pre-mRNA retention and splicing (RES) complex composed of at least BUD13, IST3 and PML1. Subunit of the U2 snRNP. Interacts with RDS3. {ECO:0000269|PubMed:11287609, ECO:0000269|PubMed:11804584, ECO:0000269|PubMed:11884590, ECO:0000269|PubMed:14517302, ECO:0000269|PubMed:15565172}.
